ID,jobTitle,companyName,jobLocation,jobSummary
440,"Data Scientist, Clinicogenomics","Foundation Medicine, Inc.","Cambridge, MA 02139 (Area IV area)","Your focus will be on clinical use cases, such as biomarker-based outcomes analyses, examining correlates of genomics and clinical outcomes, clinical utility of..."
441,Data Scientist,edX,"Cambridge, MA","Mentor other data scientists, engineers, and analysts, and provide scientific support across all departments and for end customers...."
442,Talent Acquisition Specialist,Arbor Biotechnologies,"Cambridge, MA 02139 (Area IV area)","Using our diverse backgrounds ranging from machine learning to genome engineering to protein biochemistry, we are building a platform to uncover and..."
443,Talent Acquisition Specialist,Arbor Biotechnologies,"Cambridge, MA 02139 (Area IV area)","Using our diverse backgrounds ranging from machine learning to genome engineering to protein biochemistry, we are building a platform to uncover and..."
444,Healthcare Operations Data Scientist,Philips,"Cambridge, MA",Make a difference through innovation in advanced data analytics in the area of Clinical Informatics Solutions....
445,Computational Chemistry – Sr. Scientist II/Sr. Scientist I,HotSpot Therapeutics,"Cambridge, MA 02139 (Area IV area)","Strong analytical and problem-solving skills and scientific creativity are essential. Accessing and manipulating sequence, crystallographic data, and homology..."
446,Research Scientist Biology,Bristol-Myers Squibb,"Cambridge, MA 02140 (North Cambridge area)",Ability to mentor more junior scientists and colleagues on best practices in the laboratory would be highly valued....
447,"Research Scientist, Cellular Neurophysiology",Novartis,"Cambridge, MA 02139 (Area IV area)","Monitoring inventory and ordering relevant laboratory reagents and supplies, 2) manage necessary aspects of experimental resource requirements, 3) participate..."
448,"Research Scientist, Drug Discovery",Bristol-Myers Squibb,"Cambridge, MA 02140 (North Cambridge area)",Ability to mentor more junior scientists and colleagues on best practices in the laboratory would be highly valued....
449,"Scientist, Pre-Clinical Sciences",Jounce Therapeutics,"Cambridge, MA 02138 (West Cambridge area)","The successful candidate will be an integral part of a team of scientists supporting the preclinical and clinical development of novel cancer Biologics,..."
450,Data Scientist,Mathematica Policy Research,"Cambridge, MA 02139 (Area IV area)","Data scientists lead data processing and analysis tasks, such as monitoring data quality, developing documentation, applying statistical and data science..."
451,Data Scientist,CarGurus,"Cambridge, MA 02138 (West Cambridge area)","Experience working with datasets, and strong interest in deep data analysis – with a desire to investigate large amounts of Data and generate insights...."
452,Data Scientist,Panjiva,"Cambridge, MA","Strong candidates can leverage a wide array of machine learning and statistical techniques at scale, to address challenges with semi-structured and multilingual..."
453,Healthcare Operations Data Scientist,Philips,"Cambridge, MA",Make a difference through innovation in advanced data analytics in the area of Clinical Informatics Solutions....
454,Data Scientist - Machine Vision,Cambridge Mobile Telematics,"Cambridge, MA",CMT is seeking outstanding Machine Vision Data Scientists to join us in building technology to reliably collect and manage data from sensors on smartphones and...
455,Senior Data Scientist,MIT,"Cambridge, MA 02142 (East Cambridge area)","Mentoring other data scientists, engineers, and analysts, and providing scientific support across all departments and for end customers;..."
456,Data Scientist,Forrester,"Cambridge, MA","Lead advanced analyses and develop predictive models for customer behavior, utilizing traditional statistical techniques (e.g., factor analysis, cluster..."
457,Senior Data Scientist,EY,"Cambridge, MA","The ability to work and collaborate with an interdisciplinary team of software developers, data scientists, data engineers and Subject Matter Professional (SMP)..."
458,Senior Data Scientist,CarGurus,"Cambridge, MA 02138 (West Cambridge area)","Experience working with datasets, and strong interest in deep data analysis – with a desire to investigate large amounts of Data and generate insights...."
459,Senior Data Scientist,Arrayo,"Cambridge, MA","Lead, influence, and mentor data scientists and software engineers within a cross-functional environment. In this mission critical role, you will define the..."
460,"Statistical Genetics, Data Scientist",Camp4 Therapeutics Corporation,"Cambridge, MA","Collaborate closely with experimental and translational scientists to ensure biological validity and clinical utility, to drive Camp4’s platform feature..."
461,Scientist – Biomarker Development,Novartis,"Cambridge, MA 02139 (Area IV area)","You will be developing and validating innovative biomarker solutions, implementing new methodologies, delivering high quality data and playing a pivotal role in..."
462,"Research Scientist, Cellular Neurophysiology",Novartis,"Cambridge, MA 02139 (Area IV area)","Monitoring inventory and ordering relevant laboratory reagents and supplies, 2) manage necessary aspects of experimental resource requirements, 3) participate..."
463,Computational Chemistry – Sr. Scientist II/Sr. Scientist I,HotSpot Therapeutics,"Cambridge, MA 02139 (Area IV area)","Strong analytical and problem-solving skills and scientific creativity are essential. Accessing and manipulating sequence, crystallographic data, and homology..."
464,Scientist – Biomarker Development,Novartis,"Cambridge, MA 02139 (Area IV area)","You will be developing and validating innovative biomarker solutions, implementing new methodologies, delivering high quality data and playing a pivotal role in..."
465,Talent Acquisition Specialist,Arbor Biotechnologies,"Cambridge, MA 02139 (Area IV area)","Using our diverse backgrounds ranging from machine learning to genome engineering to protein biochemistry, we are building a platform to uncover and..."
466,Healthcare Operations Data Scientist,Philips,"Cambridge, MA",Make a difference through innovation in advanced data analytics in the area of Clinical Informatics Solutions....
467,"Statistical Genetics, Data Scientist",Camp4 Therapeutics Corporation,"Cambridge, MA","Collaborate closely with experimental and translational scientists to ensure biological validity and clinical utility, to drive Camp4’s platform feature..."
468,Senior Data Scientist,Arrayo,"Cambridge, MA","Lead, influence, and mentor data scientists and software engineers within a cross-functional environment. In this mission critical role, you will define the..."
469,Senior Data Scientist,Microsoft,"Cambridge, MA 02142 (East Cambridge area)",Join a team that is using data science and machine learning to change the way people collaborate and get work done....
470,Data Scientist (MS or PhD),Novartis,"Cambridge, MA 02139 (Area IV area)",Excellent scientific communication skills and effective data visualization skills. You will join the Chemical Biology and Therapeutics Data Science (CBT-DS)...
471,Senior Systems Engineer/Data Scientist,Cenergy International Services,"Cambridge, MA","At least 3 years of experience focused on Data Science/Data Analysis (Data Mining and Processing, Building Analytic Systems driving valuable business insights..."
472,MACHINE LEARNING SCIENTIST,Gritstone Oncology,"Cambridge, MA 02139 (Area IV area)",Experience conducting machine learning/statistical experiments and manipulating data sets. Gritstone Oncology is seeking a Machine Learning Scientist to help...
473,Senior Scientist - Sensors,Glympse Bio,"Cambridge, MA 02139 (Area IV area)",Our noninvasive sensors are designed to provide physicians with accurate and predictive clinical data to transform the management and care of patients....
474,Data Scientist / Machine Learning,Brain Power,"Cambridge, MA","Take the lead in projects involving AI, big data, and machine learning. You will have direct access to data collected from clinical study populations, schools,..."
475,Data Scientist - Process Development Drug Substance Technology Engineering (PD),Amgen,"Cambridge, MA 02139 (Area IV area)",Master’s degree and 3 years of Data Science or Scientific experience. Contribute to establishing a robust data science strategy by providing recommendations...
476,Senior Associate Data Scientist - Digital Integration and Predictive Technologies,Amgen,"Cambridge, MA 02139 (Area IV area)","We are pursuing highly motivated, early career candidates with a passion for data analytics, statistical modeling, machine learning, and advanced digital or..."
477,"Statistical Genetics, Data Scientist",Camp4 Therapeutics Corporation,"Cambridge, MA","Collaborate closely with experimental and translational scientists to ensure biological validity and clinical utility, to drive Camp4’s platform feature..."
478,"Research Scientist, Drug Discovery",Bristol-Myers Squibb,"Cambridge, MA 02140 (North Cambridge area)",Ability to mentor more junior scientists and colleagues on best practices in the laboratory would be highly valued....
479,"Scientist, Pre-Clinical Sciences",Jounce Therapeutics,"Cambridge, MA 02138 (West Cambridge area)","The successful candidate will be an integral part of a team of scientists supporting the preclinical and clinical development of novel cancer Biologics,..."
480,Senior Systems Engineer/Data Scientist,Cenergy International Services,"Cambridge, MA","At least 3 years of experience focused on Data Science/Data Analysis (Data Mining and Processing, Building Analytic Systems driving valuable business insights..."
481,"Research Scientist, Cellular Neurophysiology",Novartis,"Cambridge, MA 02139 (Area IV area)","Monitoring inventory and ordering relevant laboratory reagents and supplies, 2) manage necessary aspects of experimental resource requirements, 3) participate..."
482,"Scientist, Pre-Clinical Sciences",Jounce Therapeutics,"Cambridge, MA 02138 (West Cambridge area)","The successful candidate will be an integral part of a team of scientists supporting the preclinical and clinical development of novel cancer Biologics,..."
483,Scientist – Biomarker Development,Novartis,"Cambridge, MA 02139 (Area IV area)","You will be developing and validating innovative biomarker solutions, implementing new methodologies, delivering high quality data and playing a pivotal role in..."
484,Talent Acquisition Specialist,Arbor Biotechnologies,"Cambridge, MA 02139 (Area IV area)","Using our diverse backgrounds ranging from machine learning to genome engineering to protein biochemistry, we are building a platform to uncover and..."
485,Healthcare Operations Data Scientist,Philips,"Cambridge, MA",Make a difference through innovation in advanced data analytics in the area of Clinical Informatics Solutions....
486,"Statistical Genetics, Data Scientist",Camp4 Therapeutics Corporation,"Cambridge, MA","Collaborate closely with experimental and translational scientists to ensure biological validity and clinical utility, to drive Camp4’s platform feature..."
487,Data Scientist,Forrester,"Cambridge, MA","Lead advanced analyses and develop predictive models for customer behavior, utilizing traditional statistical techniques (e.g., factor analysis, cluster..."
488,Machine Learning Senior Scientist,Sanofi,"Cambridge, MA 02142 (East Cambridge area)","This is a new role in a new organization, Digital and Machine Learning, whose global responsibilities are to drive new business and scientific solutions to meet..."
489,Machine Learning Engineer,MIT,"Cambridge, MA 02142 (East Cambridge area)",Will join world-class neuroscientists and cognitive scientists in solving some of the today’s most exciting computational research problems and apply machine...
490,Data Scientist,Panjiva,"Cambridge, MA","Strong candidates can leverage a wide array of machine learning and statistical techniques at scale, to address challenges with semi-structured and multilingual..."
491,BI Analytics Engineer,Broad Institute,"Cambridge, MA 02142 (East Cambridge area)","Come join the Broad Institute, a deeply collaborative scientific institution that is transforming medicine and human health by building software solutions to..."
492,MACHINE LEARNING SCIENTIST,Gritstone Oncology,"Cambridge, MA 02139 (Area IV area)",Experience conducting machine learning/statistical experiments and manipulating data sets. Gritstone Oncology is seeking a Machine Learning Scientist to help...
493,Data Scientist / Machine Learning,Brain Power,"Cambridge, MA","Take the lead in projects involving AI, big data, and machine learning. You will have direct access to data collected from clinical study populations, schools,..."
494,Senior Data Scientist,CarGurus,"Cambridge, MA 02138 (West Cambridge area)","Experience working with datasets, and strong interest in deep data analysis – with a desire to investigate large amounts of Data and generate insights...."
495,Senior Systems Engineer/Data Scientist,Cenergy International Services,"Cambridge, MA","At least 3 years of experience focused on Data Science/Data Analysis (Data Mining and Processing, Building Analytic Systems driving valuable business insights..."
496,Data Engineer,EY,"Cambridge, MA",Data visualization and dashboard development skills in collaboration with data scientists. Working closely with data scientists and product development to...
497,"Research Scientist, Drug Discovery",Bristol-Myers Squibb,"Cambridge, MA 02140 (North Cambridge area)",Ability to mentor more junior scientists and colleagues on best practices in the laboratory would be highly valued....
498,Computational Chemistry – Sr. Scientist II/Sr. Scientist I,HotSpot Therapeutics,"Cambridge, MA 02139 (Area IV area)","Strong analytical and problem-solving skills and scientific creativity are essential. Accessing and manipulating sequence, crystallographic data, and homology..."
499,Senior Systems Engineer/Data Scientist,Cenergy International Services,"Cambridge, MA","At least 3 years of experience focused on Data Science/Data Analysis (Data Mining and Processing, Building Analytic Systems driving valuable business insights..."
500,Machine Learning Senior Scientist,Sanofi,"Cambridge, MA 02142 (East Cambridge area)","This is a new role in a new organization, Digital and Machine Learning, whose global responsibilities are to drive new business and scientific solutions to meet..."
501,"Research Scientist, Google Brain (United States)",Google,"Cambridge, MA 02142 (East Cambridge area)","From creating experiments and prototyping implementations to designing new learning algorithms, Research Scientists work on challenges in machine perception,..."
502,Data Scientist/Senior Data Scientist - Precision Immunology Cluster,Sanofi,"Cambridge, MA 02142 (East Cambridge area)",Lead in silico projects working with scientific platform teams and champion projects from discovery into early clinical development....
503,Data Scientist Lead,Philips,"Cambridge, MA",Data Scientist Lead. We invite you to make a difference through innovation in advanced data analytics in the area of healthcare solutions and services....
504,Principal Scientist,Beam Therapeutics,"Cambridge, MA",Builds and leads a group of scientists in overseeing clinical preparedness. Provides technical leadership to project teams within area of expertise and commits...
505,Quantitative Data Analyst (Minerva),Cogo Labs,"Cambridge, MA","Minerva Analytics, the latest team to emerge from Cogo’s proven incubator model, is seeking a Data Analyst to join our team...."
506,Quantitative Data Analyst (Cogo Labs),Cogo Labs,"Cambridge, MA","We're not venture capitalists we're a collaborative team of engineers, analysts, and entrepreneurs using innovative tools, big data, and intellectual curiosity..."
507,Data Operations Associate,Panjiva,"Cambridge, MA",Come work with a team of world-class scientists and engineers to solve data problems in international trade....
508,"Scientist, Product Development","Foundation Medicine, Inc.","Cambridge, MA 02139 (Area IV area)","Work with a multidisciplinary team of molecular biology, computational and regulatory scientists to support the late-stage development and optimization of..."
509,Research Scientist II,"Amazon.com Services, Inc.","Cambridge, MA","2+ years of hands-on experience in modeling and analysis, and in deploying machine learning / deep learning models in production...."
510,Research Scientist Biology,Bristol-Myers Squibb,"Cambridge, MA 02140 (North Cambridge area)",Ability to mentor more junior scientists and colleagues on best practices in the laboratory would be highly valued....
511,"Research Scientist, Drug Discovery",Bristol-Myers Squibb,"Cambridge, MA 02140 (North Cambridge area)",Ability to mentor more junior scientists and colleagues on best practices in the laboratory would be highly valued....
512,"Statistical Genetics, Data Scientist",Camp4 Therapeutics Corporation,"Cambridge, MA","Collaborate closely with experimental and translational scientists to ensure biological validity and clinical utility, to drive Camp4’s platform feature..."
513,"Research Scientist, Cellular Neurophysiology",Novartis,"Cambridge, MA 02139 (Area IV area)","Monitoring inventory and ordering relevant laboratory reagents and supplies, 2) manage necessary aspects of experimental resource requirements, 3) participate..."
514,Computational Chemistry – Sr. Scientist II/Sr. Scientist I,HotSpot Therapeutics,"Cambridge, MA 02139 (Area IV area)","Strong analytical and problem-solving skills and scientific creativity are essential. Accessing and manipulating sequence, crystallographic data, and homology..."
515,"Scientist, Pre-Clinical Sciences",Jounce Therapeutics,"Cambridge, MA 02138 (West Cambridge area)","The successful candidate will be an integral part of a team of scientists supporting the preclinical and clinical development of novel cancer Biologics,..."
516,Talent Acquisition Specialist,Arbor Biotechnologies,"Cambridge, MA 02139 (Area IV area)","Using our diverse backgrounds ranging from machine learning to genome engineering to protein biochemistry, we are building a platform to uncover and..."
517,Healthcare Operations Data Scientist,Philips,"Cambridge, MA",Make a difference through innovation in advanced data analytics in the area of Clinical Informatics Solutions....
518,Scientist – Biomarker Development,Novartis,"Cambridge, MA 02139 (Area IV area)","You will be developing and validating innovative biomarker solutions, implementing new methodologies, delivering high quality data and playing a pivotal role in..."
519,Data Scientist/Senior Data Scientist - Precision Immunology Cluster,Sanofi,"Cambridge, MA 02142 (East Cambridge area)",Lead in silico projects working with scientific platform teams and champion projects from discovery into early clinical development....
520,Quantitative Data Analyst (Minerva),Cogo Labs,"Cambridge, MA","Minerva Analytics, the latest team to emerge from Cogo's proven incubator model, is seeking a Data Analyst to join our team...."
521,"Software Developer - AMAZON ALEXA Machine Learning Team - Cambridge, MA","Amazon.com Services, Inc.","Cambridge, MA",You will collaborate with developers and scientists working with Machine Learning and Spoken Language Understanding solutions to make Alexa smarter and provide...
522,Electrical Engineer for Climate Research,Harvard University,"Cambridge, MA","Our groups include senior and junior engineers, senior scientists, post-doctoral fellows, and graduate students, overseen by three faculty members...."
523,"Architect, Data Engineering",Novartis,"Cambridge, MA 02139 (Area IV area)","Working with data scientists, informaticians, and other engineers to implement world-class data-centric solutions for drug discovery...."
524,Senior Research Engineer,Microsoft,"Cambridge, MA 02142 (East Cambridge area)","As a member of our cross-disciplinary team of engineers, data scientists and researchers, you will be responsible for:...."
525,"Technical Director, Data Engineering",Novartis,"Cambridge, MA 02139 (Area IV area)",The Data Engineering Group is a team of world-class engineers/architects who are committed to empowering scientists with data and information systems to...
526,Bioinformatician / Data Scientist,Novartis,"Cambridge, MA 02139 (Area IV area)","Knowledge of statistical and machine learning concepts, scientific data analysis expertise, complemented by strong visualization and presentation skills...."
527,Data Scientist,Mathematica Policy Research,"Cambridge, MA 02139 (Area IV area)","Data scientists lead data processing and analysis tasks, such as monitoring data quality, developing documentation, applying statistical and data science..."
528,Software Engineer – Science and Engineering,TriNetX Inc,"Cambridge, MA 02140 (North Cambridge area)","Working with your team on the detailed design and implementation of impactful new features that empower epidemiologists, clinical scientists, and other medical..."
529,Research Scientist Biology,Bristol-Myers Squibb,"Cambridge, MA 02140 (North Cambridge area)",Ability to mentor more junior scientists and colleagues on best practices in the laboratory would be highly valued....
530,"Research Scientist, Drug Discovery",Bristol-Myers Squibb,"Cambridge, MA 02140 (North Cambridge area)",Ability to mentor more junior scientists and colleagues on best practices in the laboratory would be highly valued....
531,"Statistical Genetics, Data Scientist",Camp4 Therapeutics Corporation,"Cambridge, MA","Collaborate closely with experimental and translational scientists to ensure biological validity and clinical utility, to drive Camp4’s platform feature..."
532,"Research Scientist, Cellular Neurophysiology",Novartis,"Cambridge, MA 02139 (Area IV area)","Monitoring inventory and ordering relevant laboratory reagents and supplies, 2) manage necessary aspects of experimental resource requirements, 3) participate..."
533,Computational Chemistry – Sr. Scientist II/Sr. Scientist I,HotSpot Therapeutics,"Cambridge, MA 02139 (Area IV area)","Strong analytical and problem-solving skills and scientific creativity are essential. Accessing and manipulating sequence, crystallographic data, and homology..."
534,"Scientist, Pre-Clinical Sciences",Jounce Therapeutics,"Cambridge, MA 02138 (West Cambridge area)","The successful candidate will be an integral part of a team of scientists supporting the preclinical and clinical development of novel cancer Biologics,..."
535,Talent Acquisition Specialist,Arbor Biotechnologies,"Cambridge, MA 02139 (Area IV area)","Using our diverse backgrounds ranging from machine learning to genome engineering to protein biochemistry, we are building a platform to uncover and..."
536,Healthcare Operations Data Scientist,Philips,"Cambridge, MA",Make a difference through innovation in advanced data analytics in the area of Clinical Informatics Solutions....
537,Scientist – Biomarker Development,Novartis,"Cambridge, MA 02139 (Area IV area)","You will be developing and validating innovative biomarker solutions, implementing new methodologies, delivering high quality data and playing a pivotal role in..."
538,Computational Support Specialist,MIT,"Cambridge, MA 02142 (East Cambridge area)","Ability to work effectively with scientists and engineers; COMPUTATIONAL SUPPORT SPECIALIST, Brain and Cognitive Sciences, to help tackle challenging problems..."
539,Machine Learning Developer/ Engineer,Zylotech,"Cambridge, MA 02139 (Area IV area)","Data Scientists/ ML Engineers at Zylotech help build and develop our platform which involves real-time data processing, curation including probabilistic..."
540,"Computational Chemist, Machine Learning",Pfizer,"Cambridge, MA","Regression and Classification algorithms, Supervised and Unsupervised learning algorithms, Random Forest, Support Vector Machine, Neural Networks, Deep Learning..."
541,"Senior Scientist, Enabling Bioinformatics",Pfizer,"Cambridge, MA","Demonstrated experience in applying computational approaches to deliver insights and hypotheses, e.g., multi-variate, Bayesian and machine learning approaches...."
542,Machine Learning Research Scientist,Pfizer Inc.,"Cambridge, MA","The Machine Learning (ML) group within Computational Sciences seeks exceptional researchers in the areas of machine learning (probabilistic models, deep..."
543,"Senior Associate Scientist I, Stem Cell Research",bluebird bio,"Cambridge, MA","Senior Associate Scientist, Stem Cell Biology. Compile, analyze and present data to functional teams. Join bluebird bio's enthusiastic and collaborative team by..."
544,Process Sciences – Process Development Intern,Alnylam,"Cambridge, MA",The Process Sciences intern will report to a Senior/Principal Scientist. The intern will play a key role in a process development project pertaining to the...
545,Technician A Electronic,MIT,"Cambridge, MA 02142 (East Cambridge area)","It is comprised of a team of almost 200 top-tier students, scientists, engineers, and technicians jointly pursuing fusion research at national laboratory-like..."
546,Cortana Intelligence Suite Data Analytics Leader,Arrayo,"Cambridge, MA","Microsoft Data Scientists will demonstrate the end-to-end data science process in the cloud using Python, R, a range of Azure cloud technologies, SQL Server,..."
547,"Aviation Intern- Cambridge, MA or NYC",ICF,"Cambridge, MA 02140 (North Cambridge area)","We are business analysts, policy specialists, technologists, researchers, digital strategists, social scientists and creatives...."
548,"Research Scientist, Drug Discovery",Bristol-Myers Squibb,"Cambridge, MA 02140 (North Cambridge area)",Ability to mentor more junior scientists and colleagues on best practices in the laboratory would be highly valued....
549,"Scientist, Pre-Clinical Sciences",Jounce Therapeutics,"Cambridge, MA 02138 (West Cambridge area)","The successful candidate will be an integral part of a team of scientists supporting the preclinical and clinical development of novel cancer Biologics,..."
550,Healthcare Operations Data Scientist,Philips,"Cambridge, MA",Make a difference through innovation in advanced data analytics in the area of Clinical Informatics Solutions....
551,"Statistical Genetics, Data Scientist",Camp4 Therapeutics Corporation,"Cambridge, MA","Collaborate closely with experimental and translational scientists to ensure biological validity and clinical utility, to drive Camp4’s platform feature..."
552,"Research Scientist, Cellular Neurophysiology",Novartis,"Cambridge, MA 02139 (Area IV area)","Monitoring inventory and ordering relevant laboratory reagents and supplies, 2) manage necessary aspects of experimental resource requirements, 3) participate..."
553,Computational Chemistry – Sr. Scientist II/Sr. Scientist I,HotSpot Therapeutics,"Cambridge, MA 02139 (Area IV area)","Strong analytical and problem-solving skills and scientific creativity are essential. Accessing and manipulating sequence, crystallographic data, and homology..."
554,Scientist – Biomarker Development,Novartis,"Cambridge, MA 02139 (Area IV area)","You will be developing and validating innovative biomarker solutions, implementing new methodologies, delivering high quality data and playing a pivotal role in..."
555,Talent Acquisition Specialist,Arbor Biotechnologies,"Cambridge, MA 02139 (Area IV area)","Using our diverse backgrounds ranging from machine learning to genome engineering to protein biochemistry, we are building a platform to uncover and..."
556,Senior Systems Engineer/Data Scientist,Cenergy International Services,"Cambridge, MA","At least 3 years of experience focused on Data Science/Data Analysis (Data Mining and Processing, Building Analytic Systems driving valuable business insights..."
557,Technician A Electronic,MIT,"Cambridge, MA 02142 (East Cambridge area)","It is comprised of a team of almost 200 top-tier students, scientists, engineers, and technicians jointly pursuing fusion research at national laboratory-like..."
558,"Scientist - Immuno-Oncology, Bioinformatics Data Scientist",Sanofi,"Cambridge, MA 02142 (East Cambridge area)","In this exciting role the Data Scientist is an integrated part of Discovery teams and will design experiments, manage data, and use advanced statistical,..."
559,MACHINE LEARNING SCIENTIST,Gritstone Oncology,"Cambridge, MA 02139 (Area IV area)",Experience conducting machine learning/statistical experiments and manipulating data sets. Gritstone Oncology is seeking a Machine Learning Scientist to help...
560,"Statistical Genetics, Data Scientist",Camp4 Therapeutics Corporation,"Cambridge, MA","Collaborate closely with experimental and translational scientists to ensure biological validity and clinical utility, to drive Camp4’s platform feature..."
561,Bioinformatics Scientist,Directed Genomics,"Cambridge, MA 02139 (Area IV area)","Analyze sequencing data to assess the quality of experimental data. Ability to manage multiple tasks concurrently. Java, Scala, C++, Python, R, Unix...."
562,"Senior Associate Scientist I, Stem Cell Research",bluebird bio,"Cambridge, MA","Senior Associate Scientist, Stem Cell Biology. Compile, analyze and present data to functional teams. Join bluebird bio's enthusiastic and collaborative team by..."
563,Cortana Intelligence Suite Data Analytics Leader,Arrayo,"Cambridge, MA","Microsoft Data Scientists will demonstrate the end-to-end data science process in the cloud using Python, R, a range of Azure cloud technologies, SQL Server,..."
564,Research Data Engineer – Cardiology and Clinical Informatics,Philips,"Cambridge, MA","A team of informatics scientists within the Clinical Informatics Solutions and Services (CISS) department of Philips Cambridge Innovation Labs, focusing on the..."
565,Computational Biologist / Bioinformatics Data Scientist,Novartis,"Cambridge, MA 02139 (Area IV area)","The data scientist will play a key role in an interdisciplinary team of translational research/medical scientists, biologists and computational scientists...."
566,Data Privacy Software Developer,Harvard University,"Cambridge, MA","Experience with a large data store with many user accounts, for example, a repository for scientific data, or a curated collection of datasets for machine..."
567,"Research Scientist, Drug Discovery",Bristol-Myers Squibb,"Cambridge, MA 02140 (North Cambridge area)",Ability to mentor more junior scientists and colleagues on best practices in the laboratory would be highly valued....
568,"Scientist, Pre-Clinical Sciences",Jounce Therapeutics,"Cambridge, MA 02138 (West Cambridge area)","The successful candidate will be an integral part of a team of scientists supporting the preclinical and clinical development of novel cancer Biologics,..."
569,Healthcare Operations Data Scientist,Philips,"Cambridge, MA",Make a difference through innovation in advanced data analytics in the area of Clinical Informatics Solutions....
570,"Statistical Genetics, Data Scientist",Camp4 Therapeutics Corporation,"Cambridge, MA","Collaborate closely with experimental and translational scientists to ensure biological validity and clinical utility, to drive Camp4’s platform feature..."
571,"Research Scientist, Cellular Neurophysiology",Novartis,"Cambridge, MA 02139 (Area IV area)","Monitoring inventory and ordering relevant laboratory reagents and supplies, 2) manage necessary aspects of experimental resource requirements, 3) participate..."
572,Computational Chemistry – Sr. Scientist II/Sr. Scientist I,HotSpot Therapeutics,"Cambridge, MA 02139 (Area IV area)","Strong analytical and problem-solving skills and scientific creativity are essential. Accessing and manipulating sequence, crystallographic data, and homology..."
573,Scientist – Biomarker Development,Novartis,"Cambridge, MA 02139 (Area IV area)","You will be developing and validating innovative biomarker solutions, implementing new methodologies, delivering high quality data and playing a pivotal role in..."
574,Talent Acquisition Specialist,Arbor Biotechnologies,"Cambridge, MA 02139 (Area IV area)","Using our diverse backgrounds ranging from machine learning to genome engineering to protein biochemistry, we are building a platform to uncover and..."
575,Senior Systems Engineer/Data Scientist,Cenergy International Services,"Cambridge, MA","At least 3 years of experience focused on Data Science/Data Analysis (Data Mining and Processing, Building Analytic Systems driving valuable business insights..."
576,Scientist – Biomarker Development,Novartis,"Cambridge, MA 02139 (Area IV area)","Where you are given opportunities to explore the power of digital and data. You will be developing and validating innovative biomarker solutions, implementing..."
577,TESS (Transiting Exoplanet Survey Satellite) Support Scientist,MIT,"Cambridge, MA 02142 (East Cambridge area)","TESS (TRANSITING EXOPLANET SURVEY SATELLITE) SUPPORT SCIENTIST, Kavli Institute for Astrophysics and Space Research, to work under the direction of Dr...."
578,Research Applications Developer,Harvard University,"Cambridge, MA",Work closely with other members of the FAS Bioinformatics and Research Computing teams to enable high-throughput data analysis for faculty research;...
579,Research Intern – Social Media Collective,Microsoft,"Cambridge, MA 02142 (East Cambridge area)","The politics of algorithms, metrics, and big data for a computational culture. The ethics of dataset creation and uses of large-scale social data for..."
580,"Senior Scientist Clinical Data Analytics, Cambridge, MA",Sanofi,"Cambridge, MA 02142 (East Cambridge area)","Classification, clustering, artificial neural networks, deep learning) on clinical data sets (biomarker profiles, genome-wide datasets, image data, continuous..."
581,"Senior Principal Scientist - Immuno-Oncology, Bioinformatics Data Scientist",Sanofi,"Cambridge, MA 02142 (East Cambridge area)",Immuno-Oncology Data Scientist. The Oncology Research Therapeutic Area seeks an experienced computational biologist / data scientist to join us in the fight to...
582,"Software Development Engineer, Machine Learning","Amazon.com Services, Inc.","Cambridge, MA","The Amazon Alexa (Speech) team is a group of developers and scientists working on audio, speech and natural language solutions that revolutionize how customers..."
583,Data Privacy Software Developer,Harvard University,"Cambridge, MA","Understanding of the workflow of applied quantitative scholars, and/or data scientists. Experience with a large data store with many user accounts, for example,..."
584,"Research Scientist, NLU Analytics","Amazon.com Services, Inc.","Cambridge, MA","Ensure data quality throughout all stages of acquisition and processing, including such areas as data sourcing/collection, ground truth generation,..."
585,"Sr. Software Developer - AMAZON ALEXA Machine Learning Team - Cambridge, MA","Amazon.com Services, Inc.","Cambridge, MA","Experience in data modeling and analysis, especially with distinctive data sources. Experience with machine learning, big data or large scale distributed..."
586,"Senior Data Scientist I, Bioinformatics Developer",AbbVie,"Cambridge, MA","Experience with relational (SQL) and document (NoSQL) database design, data modelling and data warehousing would be preferred...."
587,"Research Scientist, Drug Discovery",Bristol-Myers Squibb,"Cambridge, MA 02140 (North Cambridge area)","Demonstrated independence in experimental design, execution, data analysis and troubleshooting is required...."
588,"Scientist, Pre-Clinical Sciences",Jounce Therapeutics,"Cambridge, MA 02138 (West Cambridge area)","Proficient at independently designing and executing experiments, analyzing data, and reporting conclusions to team members...."
589,"Research Scientist, Cellular Neurophysiology",Novartis,"Cambridge, MA 02139 (Area IV area)","Recognize and troubleshoot data anomalies to maintain high data quality (after appropriate training, if required)...."
590,Computational Chemistry – Sr. Scientist II/Sr. Scientist I,HotSpot Therapeutics,"Cambridge, MA 02139 (Area IV area)","Accessing and manipulating sequence, crystallographic data, and homology modeling. Within every human cell, nature has engineered finely-tuned control..."
591,Healthcare Operations Data Scientist,Philips,"Cambridge, MA","Healthcare Operations Data Scientist. You will work with a growing team of data scientists developing new concepts, propositions, technologies and demonstrators..."
592,"Statistical Genetics, Data Scientist",Camp4 Therapeutics Corporation,"Cambridge, MA","CAMP4 is seeking a Data Scientist specializing in Statistical Genetics. Collaborate and work independently, with a team of computational biologists and data..."
